Video_Id,Title,Published_date,Views,Likes,Favorite,Comments
MyooorgnR4Q,新马陆路关卡重开 车水马龙场景再现,2022-03-31,9166,95.0,0,9.0
ooCWoXNxNrg,新柔长堤全面开放前情况,2022-03-31,8317,62.0,0,8.0
poaDQa-FT8g,3月31日新闻抢先看,2022-03-31,1500,22.0,0,1.0
4e8xIOLqSlY,李显龙总理会见美国总统拜登和副总统哈里斯,2022-03-30,4097,45.0,0,12.0
CXMdL7-Pnbk,4月1日起 樟宜机场敞开怀抱欢迎全球旅客,2022-03-30,3342,41.0,0,1.0
rS-nehPUgU4,3月30日新闻抢先看,2022-03-30,1531,20.0,0,0.0
idf_sO4CxMY,李显龙总理：国家无论大小 领土主权须受尊重,2022-03-30,1877,32.0,0,2.0
rNhsicoqAbQ,户外不用戴口罩 你戴还是不戴？,2022-03-29,8427,107.0,0,22.0
BAV_CaJ58n4,2022《联合早报》财政预算案商业论坛【完整版】,2022-03-29,2973,34.0,0,0.0
oV4LEuwNeEQ,从徐州看中国农村剩男困境 Chained Mother: Gender Imbalance in China #早报播客 #东谈西论,2022-03-29,466,15.0,0,4.0
TE3Lz-ZP2Kg,3月29日新闻抢先看,2022-03-29,1849,22.0,0,0.0
4gXBSpyAysI,李显龙总理与美国防长奥斯汀举行会谈,2022-03-29,1971,28.0,0,3.0
pqo_A36HFmg,2022《联合早报》财政预算案商业论坛【精华版】,2022-03-29,857,9.0,0,0.0
V1soXDyBKuw,3月28日新闻抢先看,2022-03-28,1587,20.0,0,2.0
mdth09Quvlo,如何在室内训练K9警犬？,2022-03-27,1119,16.0,0,1.0
mgt8Nbr2b0M,代代相承：人民行动党领导更新启示录,2022-03-27,1178,19.0,0,4.0
CqYLvPX1k6o,3月25日新闻抢先看,2022-03-25,1688,17.0,0,4.0
HIsSjgAAj1k,货柜车失控侧翻险压汽车 司机捡回一命,2022-03-25,13995,40.0,0,10.0
_DE80MnPftc,大巴窑理发店失火,2022-03-24,4060,41.0,0,0.0
sZWd2_NqQFI,3月24日新闻抢先看,2022-03-24,1759,18.0,0,0.0
UgwTBYERhWM,3月29日起 社交聚会人数放宽至10人,2022-03-24,2015,27.0,0,4.0
9QpojH7PP9w,政府鼓励特定群体施打第四剂疫苗,2022-03-24,1829,21.0,0,2.0
B20UFR4hVP8,本地有望逐步回到原来的教育模式,2022-03-24,527,7.0,0,3.0
zBM0z3uVc5c,颜金勇：抗疫取得良好进展 必要时再做适当调整,2022-03-24,528,7.0,0,1.0
XRVYcO-sIdU,李显龙总理：新加坡已做好准备迈向与冠病共存,2022-03-24,13298,160.0,0,23.0
Ps7OZ2bRiLQ,无人机送餐，在圣约翰岛无需挨饿！,2022-03-23,356,4.0,0,0.0
pAEF6_m1xbQ,【世界大解说】俄罗斯输掉金融战场  国际货币新体系或将诞生？,2022-03-23,1007,21.0,0,3.0
UufyZrbLQIQ,快递久等不到？跟记者到Ninja Van“探秘”！,2022-03-23,2780,22.0,0,1.0
wqgEQjEHzk4,3月23日新闻抢先看,2022-03-23,1598,22.0,0,0.0
phd7YIMExFo,于梦雨宣布退役 结束16年运动员生涯,2022-03-22,1060,19.0,0,5.0
30DTTSOe7ng,中港股市过山车 21世纪经济战争警讯？Wild Swings in China Stocks: What Lies Ahead?#早报播客 #东谈西论,2022-03-22,802,10.0,0,3.0
1ytaNXGdD4E,3月22日新闻抢先看,2022-03-22,1426,14.0,0,1.0
g6FV3Qab9Sk,【热点评论】内斗 · 逼宫 · 交换—马国难解政治困局,2022-03-22,908,10.0,0,0.0
R8GKvArBUno,新旧势力竞争激烈  电动车市场谁是赢家？,2022-03-21,302,1.0,0,0.0
ZQoS40Yd9fY,3月21日新闻抢先看,2022-03-21,1498,18.0,0,0.0
DP3IdBM1SE0,圣占姆士发电厂历史文化径与展览馆3月底开放,2022-03-21,445,6.0,0,3.0
0FW5ux8430g,政府开源科技部主管李鸿毅：我要用科技改善人们生活,2022-03-21,30989,346.0,0,45.0
7R6v6WXLOow,乒乓球男单世界第一 樊振东只和自己作比较,2022-03-18,871,29.0,0,9.0
7CNMdby3Vo4,3月18日新闻抢先看,2022-03-18,2383,25.0,0,1.0
HWn5_HSTQG0,3月17日新闻抢先看,2022-03-17,2962,27.0,0,2.0
5d70juLgOAk,王曼昱来势汹汹 WTT冲击双料冠军,2022-03-17,1210,13.0,0,5.0
2Bob7Jq1Wx4,【独家专访】三线作战 “小魔王”孙颖莎冲击WTT三冠王,2022-03-16,260,10.0,0,3.0
gNy_LLHP50Y,3月16日新闻抢先看,2022-03-16,2037,27.0,0,0.0
KsRxS-Hv6Ig,闯入电视直播举反战标语 俄女编辑被罚3万卢布,2022-03-16,498,3.0,0,3.0
9v85i77KMRI,无笼养，更快乐？走进豪华鸡舍看“快乐鸡”,2022-03-16,4680,28.0,0,3.0
_WYrFtCCRwM,日本乒乓球女将石川佳纯以流利华语向新加坡球迷问好,2022-03-15,3683,48.0,0,6.0
tRI-Q03R0t0,俄乌之战后的世界 How will the war in Ukraine change the world?  #早报播客 #东谈西论,2022-03-15,1352,20.0,0,5.0
t-8sVk5EJts,3月15日新闻抢先看,2022-03-15,1810,22.0,0,1.0
HK7ICbjXKN4,年龄不是问题 刘诗雯要不断超越自己,2022-03-14,509,7.0,0,0.0
_e3orZKYTC8,3月14日新闻抢先看,2022-03-14,1593,19.0,0,0.0
5Z3TrPbzXJA,外来专才新框架五大问题  人力部长来回答,2022-03-12,713,5.0,0,4.0
oQnW8-W6ZQA,“双圈大满贯”得主 中国名将马龙：退役前不算是传奇,2022-03-12,448,6.0,0,2.0
L3IOgQthU8U,【世界大解说】2022 柔佛州选看什么? 得柔佛者得天下,2022-03-11,6851,65.0,0,3.0
8Q8ij_m3b8Y,安全管理措施暂不会放松,2022-03-11,672,7.0,0,2.0
bcJPYUU9xqw,伊藤美诚盼在WTT大满贯战胜中国球员,2022-03-11,304,1.0,0,0.0
kEa0VQzKPpk,3月11日新闻抢先看,2022-03-11,1297,18.0,0,2.0
dkZv1LilDMI,当我吃素的？本地素食业生力军！,2022-03-11,18462,388.0,0,37.0
XyPyAm3nZ_w,3月10日新闻抢先看,2022-03-10,1811,19.0,0,0.0
OLZsTgzdVNc,大熊猫宝宝叻叻首次与妈妈嘉嘉同会客,2022-03-10,6049,141.0,0,3.0
HmWGJ-hdIXg,野猪闯卡迪中心广场,2022-03-10,1194,14.0,0,0.0
4bdk8yE8Czs,交警展开执法行动 逮捕危险驾驶者,2022-03-09,1813,15.0,0,3.0
S9W3U75kDvg,及早发现胆固醇过高  王乙康：如今还能吃辣椒螃蟹！,2022-03-09,2883,40.0,0,6.0
Nsmta_1rTDs,病从浅中医  王乙康：没病痛也去看医生,2022-03-09,1940,32.0,0,8.0
cbdJTN5O7Lg,3月9日新闻抢先看,2022-03-09,1543,21.0,0,1.0
ixnWN7HIvio,谁都不能乱来！ 议长陈川仁说明国会辩论时间分配,2022-03-09,6503,25.0,0,3.0
