Video_Id,Title,Published_date,Views,Likes,Favorite,Comments,Playlist_id,Inserted_date
eOlh2XFavUM,இரண்டு சுய-தீவிரவாத சிங்கப்பூரர்களுக்‌கு கட்டுப்பாட்டு உத்தரவுகள்,2024-07-15,437,4,0,0.0,UCs0xZ60FSNxFxHPVFFsXNTA,2024-09-05
tgFEIW8Zd0s,இந்தியன் 2: ரசிகர்கள் கருத்து,2024-07-14,123,0,0,0.0,UCs0xZ60FSNxFxHPVFFsXNTA,2024-09-05
nf-Ai4QJQqk,"ஜூலை 12 2024, இன்றைய ஐந்து முக்கிய செய்திகள்",2024-07-12,93,0,0,0.0,UCs0xZ60FSNxFxHPVFFsXNTA,2024-09-05
-e7ckMFsZT8,ரசிகர்களுக்காக “ஷேர் தி லவ்” இசைக் கச்சேரியை படைக்கவிருக்கிறார் சித் ஸ்ரீராம்.,2024-07-12,375,2,0,0.0,UCs0xZ60FSNxFxHPVFFsXNTA,2024-09-05
uuWlDk2MaEk,சிலிர்ப்பான காட்சிகளுடன் நடந்த ஸ்ரீ முனீஸ்வரன் ஆலய திருக்குடமுழுக்கு விழா,2024-07-12,107,1,0,0.0,UCs0xZ60FSNxFxHPVFFsXNTA,2024-09-05
QVUgEEmmB2k,பிரபல பாடகர் சித் ஸ்ரீராம் சிங்கப்பூருக்கு வந்துவிட்டார்!,2024-07-12,514,9,0,0.0,UCs0xZ60FSNxFxHPVFFsXNTA,2024-09-05
neyduQiT3jo,"ஜூலை 11, 2024, இன்றைய ஐந்து முக்கிய செய்திகள். #tabacco #millionaires #ntuc #nato #earthquake",2024-07-11,234,0,0,0.0,UCs0xZ60FSNxFxHPVFFsXNTA,2024-09-05
p9WZ7zKDcG0,மீண்டும் சிங்கப்பூரில் சாக் ஸலாம் இந்தியா கண்காட்சி! #indian #singapore #zaksalaam #clothes #food,2024-07-11,91,1,0,0.0,UCs0xZ60FSNxFxHPVFFsXNTA,2024-09-05
WTL_-kaq0mI,2040ஆம் ஆண்டுக்குள் சிங்கப்பூரில் வாகனங்களை மாசு ஏற்படுத்தாத எரிசக்திக்கு மாற்ற அரசாங்கம் திட்டம்.,2024-07-10,258,0,0,0.0,UCs0xZ60FSNxFxHPVFFsXNTA,2024-09-05
VckpZRCjw4U,"ஜூலை 10 2024, இன்றைய ஐந்து முக்கிய செய்திகள்.",2024-07-10,387,0,0,0.0,UCs0xZ60FSNxFxHPVFFsXNTA,2024-09-05
9PsYcGU6E7Q,‘தமிழோடு இணைவோம் - அழகே! தமிழே!’ நிகழ்ச்சியில் 70க்கும் மேற்பட்ட பெற்றோரும் பிள்ளைகளும் பங்கேற்றனர்.,2024-07-09,55,0,0,0.0,UCs0xZ60FSNxFxHPVFFsXNTA,2024-09-05
0JHIq3HGpY8,"ஜூலை 9 2024, இன்றைய ஐந்து முக்கிய செய்திகள்",2024-07-09,313,1,0,0.0,UCs0xZ60FSNxFxHPVFFsXNTA,2024-09-05
9o4Ppz081VM,தமிழ் முரசின் 89ஆவது பிறந்தநாள் கொண்டாட்டத்தின் ஓர் அங்கமாக நடைப்பெற்ற இளையர்களுக்கான கலந்துரையாடல்,2024-07-06,44,1,0,0.0,UCs0xZ60FSNxFxHPVFFsXNTA,2024-09-05
4nQOJX_cn5A,"ஜூலை 5 2024, இன்றைய ஐந்து முக்கிய செய்திகள்",2024-07-05,10,0,0,0.0,UCs0xZ60FSNxFxHPVFFsXNTA,2024-09-05
pHT-ECi0EBQ,அதிகரிக்கும் விலைவாசியைச் சமாளிக்க 1.5 மில்லியன் சிங்கப்பூரர்களுக்கு ரொக்க வழங்கீடு,2024-07-04,104,0,0,0.0,UCs0xZ60FSNxFxHPVFFsXNTA,2024-09-05
BgQu55aWqpQ,போதைப்பொருள் தடுப்பு குறித்து விழிப்பூட்டிய ஒளியூட்டு,2024-07-04,47,0,0,0.0,UCs0xZ60FSNxFxHPVFFsXNTA,2024-09-05
yQ7I_PfdCxc,"ஜூலை 3, 2024 - இன்றைய ஐந்து முக்கியச் செய்திகள்",2024-07-03,119,1,0,0.0,UCs0xZ60FSNxFxHPVFFsXNTA,2024-09-05
ykrvQms4qtI,எண்ணெய்க் கசிவுச் சம்பவம்: ஈஸ்ட் கோஸ்ட் பூங்காவில் இரண்டாம் கட்டத் துப்புரவுப் பணிகள் தீவிரம்,2024-07-03,132,2,0,0.0,UCs0xZ60FSNxFxHPVFFsXNTA,2024-09-05
OLFbB0dMahk,"ஜூலை 2, 2024 - இன்றைய ஐந்து முக்கியச் செய்திகள்",2024-07-02,102,0,0,0.0,UCs0xZ60FSNxFxHPVFFsXNTA,2024-09-05
77d_V6wlUrI,55 மாணவர்கள் மேற்கொண்ட தமிழ் முரசின் கற்றல் பயணம்.,2024-07-02,25,0,0,0.0,UCs0xZ60FSNxFxHPVFFsXNTA,2024-09-05
PbTSmvvOuJ0,சித் ஸ்ரீராமின் இசை நிகழ்ச்சியில் இணையும் விக்னேஷ் சிவன்,2024-07-02,95,2,0,0.0,UCs0xZ60FSNxFxHPVFFsXNTA,2024-09-05
mvDKMY_2CDE,'இந்தியன் 2' நாயகனுக்கு சிங்கப்பூர் ரசிகர்களின் ஆரவார வரவேற்பு,2024-07-01,3393,98,0,0.0,UCs0xZ60FSNxFxHPVFFsXNTA,2024-09-05
IxP1UM8SVQY,இன்றைய ஐந்து முக்கியச் செய்திகள் - 28 ஜூன் 2024,2024-06-28,163,2,0,0.0,UCs0xZ60FSNxFxHPVFFsXNTA,2024-09-05
uWhj3RCXzZs,கல்கி 2898 ஏடி: புராணமும் அறிவியல் புனைவும் இணையும் பிரம்மாண்டம்,2024-06-28,141,0,0,0.0,UCs0xZ60FSNxFxHPVFFsXNTA,2024-09-05
ZKhNY0lB_9k,புதிய பரிமாணங்களில் உயிர்த்தெழும் பரதம்,2024-06-28,929,47,0,2.0,UCs0xZ60FSNxFxHPVFFsXNTA,2024-09-05
l_fVP6aiKQY,கேஸ்ட்ரோபீட்ஸ்’ கொண்டாட்டம்: ‘கறி கிளப்’ உரிமையாளருடன் ஒரு கலந்துரையாடல்,2024-06-27,429,4,0,0.0,UCs0xZ60FSNxFxHPVFFsXNTA,2024-09-05
b0d6g6c5dl8,இன்றைய ஐந்து முக்கியச் செய்திகள் - 26 ஜூன் 2024,2024-06-26,209,2,0,0.0,UCs0xZ60FSNxFxHPVFFsXNTA,2024-09-05
EEV7b4lNw_E,நிதி நடவடிக்கை செயற்குழுவின் சந்திப்புக்கான தொடக்க நிகழ்வில் பிரதமர் வோங் பேசினார்.,2024-06-26,12,0,0,0.0,UCs0xZ60FSNxFxHPVFFsXNTA,2024-09-05
ehoG_N6iHUA,கேஸ்ட்ரோபீட்ஸ்’ கொண்டாட்டம்: ‘கறி கிளப்’ உரிமையாளருடன் ஒரு கலந்துரையாடல்,2024-06-26,23,0,0,0.0,UCs0xZ60FSNxFxHPVFFsXNTA,2024-09-05
94HIYbp-7nM,கேஸ்ட்ரோபீட்ஸ்’ கொண்டாட்டம்: ‘கறி கிளப்’ உரிமையாளருடன் ஒரு கலந்துரையாடல்,2024-06-25,54,2,0,0.0,UCs0xZ60FSNxFxHPVFFsXNTA,2024-09-05
Aw0DXm-HRKI,சாங்கி நீர்ச் சுத்திகரிப்பு ஆலையில் சிங்கப்பூரின் மூன்றாவது நியூவாட்டர் ஆலை கட்டப்படுகிறது,2024-06-24,36,0,0,0.0,UCs0xZ60FSNxFxHPVFFsXNTA,2024-09-05
u0s-BCdlGQ4,கேஸ்ட்ரோபீட்ஸ்’ கொண்டாட்டம்: ‘கறி கிளப்’ உரிமையாளருடன் ஒரு கலந்துரையாடல்,2024-06-24,22,0,0,0.0,UCs0xZ60FSNxFxHPVFFsXNTA,2024-09-05
2iYo9-Tbl2Q,கேஸ்ட்ரோபீட்ஸ்’ கொண்டாட்டம்: ‘கறி கிளப்’ உரிமையாளருடன் ஒரு கலந்துரையாடல்,2024-06-23,11,0,0,0.0,UCs0xZ60FSNxFxHPVFFsXNTA,2024-09-05
Xjqn8F8neBo,தேசிய தின அணிவகுப்பு 2024இன் புதிய அம்சங்கள்,2024-06-22,23,1,0,0.0,UCs0xZ60FSNxFxHPVFFsXNTA,2024-09-05
_uO04fM2eqo,ஈகைத் திருநாள் கொண்டாட்ட அனுபவத்தைப் பகிர்ந்த அன்பர்கள்,2024-06-21,20,2,0,0.0,UCs0xZ60FSNxFxHPVFFsXNTA,2024-09-05
OLVsi0tNccc,"ஜூன் 21, 2024 - இன்றைய ஐந்து முக்கியச் செய்திகள்",2024-06-21,202,3,0,0.0,UCs0xZ60FSNxFxHPVFFsXNTA,2024-09-05
NdXclIIIPAA,தாம்சன்-ஈஸ்ட்கோஸ்ட் பாதையின் 4ஆம் கட்ட ரயில் நிலையங்கள் திறக்கப்பட்டன,2024-06-21,23,1,0,0.0,UCs0xZ60FSNxFxHPVFFsXNTA,2024-09-05
8vdQHRbDcXk,சித் ஸ்ரீராம் இசை நிகழ்ச்சி: தமிழ் முரசு வாசகர்களுக்கு சிறப்பு சலுகை!,2024-06-21,208,4,0,0.0,UCs0xZ60FSNxFxHPVFFsXNTA,2024-09-05
l1wA0T_-8lE,‘கேஸ்ட்ரோபீட்ஸ்’ கொண்டாட்டம்: ‘கறி கிளப்’ உரிமையாளருடன் ஒரு கலந்துரையாடல்,2024-06-21,134,0,0,0.0,UCs0xZ60FSNxFxHPVFFsXNTA,2024-09-05
NEgJ3MKYXXk,"ஜூன் 20, 2024 - இன்றைய ஐந்து முக்கியச் செய்திகள்",2024-06-20,94,1,0,0.0,UCs0xZ60FSNxFxHPVFFsXNTA,2024-09-05
gJWIGShFTz0,அங் மோ கியோ ஹப் கேத்தே திரையரங்கம் ஜூன் 30 முதல் மூடல்,2024-06-20,18,2,0,0.0,UCs0xZ60FSNxFxHPVFFsXNTA,2024-09-05
HDNIcephETE,"மலிவான மசாலா தோசை, நிறைவான சுவை",2024-06-20,34,0,0,0.0,UCs0xZ60FSNxFxHPVFFsXNTA,2024-09-05
Xi4Up-EsSzk,தாயும் தந்தையும் ஓர் உருவில்,2024-06-19,15,0,0,0.0,UCs0xZ60FSNxFxHPVFFsXNTA,2024-09-05
Y5DfnzhQ0Jc,"ஜூன் 18, 2024 - இன்றைய ஐந்து முக்கியச் செய்திகள்",2024-06-18,67,0,0,0.0,UCs0xZ60FSNxFxHPVFFsXNTA,2024-09-05
DOtmhVXt_f0,பொதுமக்களின் பார்வைக்கு வாக்காளர் பதிவேடு,2024-06-18,14,0,0,0.0,UCs0xZ60FSNxFxHPVFFsXNTA,2024-09-05
gqMloRuTFc8,சிங்கப்பூர் அப்துல் கஃபூர் பள்ளிவாசலில் கோலாலமாக நடைபெற்ற ஹஜ்ஜுப்பெருநாள் கொண்டாட்டம்,2024-06-17,30,0,0,0.0,UCs0xZ60FSNxFxHPVFFsXNTA,2024-09-05
eeMzxKIpTc4,‘டிக்டாக்’ தந்தை,2024-06-16,51,2,0,0.0,UCs0xZ60FSNxFxHPVFFsXNTA,2024-09-05
F66Jr3u7Ww4,இணையவாசிகளை ரசிக்க வைக்கும் ‘டிக்டாக்’ தந்தை,2024-06-16,48,0,0,0.0,UCs0xZ60FSNxFxHPVFFsXNTA,2024-09-05
VUcJIqTrYqs,ரசிகர்களின் மனத்தை உருக்கும் ‘மகாராஜா’,2024-06-16,2206,5,0,0.0,UCs0xZ60FSNxFxHPVFFsXNTA,2024-09-05
EW7wDj3OO88,Gen Z அலப்பறைகள்,2024-06-15,489,10,0,0.0,UCs0xZ60FSNxFxHPVFFsXNTA,2024-09-05
F9lg6586Xn8,"ஜூன் 14, 2024 - இன்றைய ஐந்து முக்கியச் செய்திகள்",2024-06-14,29,0,0,0.0,UCs0xZ60FSNxFxHPVFFsXNTA,2024-09-05
s7dDI1G8PNs,"12 ஜூன் 2024, இன்றைய ஐந்து முக்கிய செய்திகள்",2024-06-12,46,0,0,0.0,UCs0xZ60FSNxFxHPVFFsXNTA,2024-09-05
VfNKabgykvU,S1E2: இன்னொரு day இன்னொரு slay:  சோறு தான் முக்கியம்!,2024-06-12,62,0,0,0.0,UCs0xZ60FSNxFxHPVFFsXNTA,2024-09-05
urM4pTAr0vk,"தண்ணீர் விவகாரத்திற்கு சுமுகத் தீர்வு: சிங்கப்பூர், மலேசியப் பிரதமர்கள் உறுதி",2024-06-12,19,0,0,0.0,UCs0xZ60FSNxFxHPVFFsXNTA,2024-09-05
RXtp-1fwbZc,அங் மோ கியோ காப்பிக்கடையில் தீ: 18 குடியிருப்பாளர்கள் வெளியேற்றம்,2024-06-11,28,0,0,0.0,UCs0xZ60FSNxFxHPVFFsXNTA,2024-09-05
h9KspkuY1oY,"ஜூன் 10, 2024 - இன்றைய ஐந்து முக்கியச் செய்திகள்",2024-06-10,49,2,0,0.0,UCs0xZ60FSNxFxHPVFFsXNTA,2024-09-05
5gaKVcuJ2IM,"சாலையோரம் மதுபானம் அருந்தும், உறங்கும் வெளிநாட்டு ஊழியர்கள்",2024-06-10,256,1,0,1.0,UCs0xZ60FSNxFxHPVFFsXNTA,2024-09-05
heB5HI1gO70,"100,000 எழுத்துருக்களால் ஆன தமிழரசனின் லீ குவான் யூ உருவப்படம்",2024-06-08,44,5,0,0.0,UCs0xZ60FSNxFxHPVFFsXNTA,2024-09-05
gx-o4xykd14,"முன்னோடித் தலைமுறையினர் 300,000 பேருக்கு $1,100 வரையிலான மெடிசேவ் நிரப்புதொகை",2024-06-07,64,1,0,0.0,UCs0xZ60FSNxFxHPVFFsXNTA,2024-09-05
hFMeZbRjYU0,"அதிகாரியின் உயிரிழப்பு, நீதிமன்றத்தில் பழி ஏற்க இளம் ஓட்டுநர் மறுப்பு",2024-06-06,55,0,0,0.0,UCs0xZ60FSNxFxHPVFFsXNTA,2024-09-05
-pqUYzCN_mk,ஜாலான் புசாரில் கனரக வாகனம்-பேருந்து விபத்து; மருத்துவமனையில் ஐவர்,2024-06-06,68,1,0,0.0,UCs0xZ60FSNxFxHPVFFsXNTA,2024-09-05
BxlIjsM-0xA,இந்தியத் தேர்தல் முடிவுகளும் சிங்கப்பூரில் அதன் தாக்கமும்,2024-06-06,1586,25,0,4.0,UCs0xZ60FSNxFxHPVFFsXNTA,2024-09-05
poUhSQuFkds,இந்தியத் தேர்தல் முடிவுகளும் சிங்கப்பூரில் அதன் தாக்கமும்=,2024-06-06,8,0,0,0.0,UCs0xZ60FSNxFxHPVFFsXNTA,2024-09-05
hmDeINMM_OQ,இந்தியத் தேர்தல் முடிவுகளும் சிங்கப்பூரில் அதன் தாக்கமும்,2024-06-06,707,2,0,0.0,UCs0xZ60FSNxFxHPVFFsXNTA,2024-09-05
WJwKZBQDVIo,இந்தியத் தேர்தல் முடிவுகளும் சிங்கப்பூரில் அதன் தாக்கமும்,2024-06-06,20,0,0,0.0,UCs0xZ60FSNxFxHPVFFsXNTA,2024-09-05
pREJZO7wV18,இந்தியத் தேர்தல் முடிவுகளும் சிங்கப்பூரில் அதன் தாக்கமும்,2024-06-06,108,1,0,0.0,UCs0xZ60FSNxFxHPVFFsXNTA,2024-09-05
0IqkEPaPY1Q,இந்தியத் தேர்தல் முடிவுகளும் சிங்கப்பூரில் அதன் தாக்கமும்,2024-07-05,23,0,0,0.0,UCs0xZ60FSNxFxHPVFFsXNTA,2024-09-05
fsOo1n_qzTc,"ஜூன் 5, 2024 - இன்றைய ஐந்து முக்கியச் செய்திகள்",2024-06-05,20,2,0,0.0,UCs0xZ60FSNxFxHPVFFsXNTA,2024-09-05
BqQLGk8z0FM,இந்திய மக்களவைத் தேர்தல்: தலைவர்கள் கருத்து,2024-06-04,12,0,0,0.0,UCs0xZ60FSNxFxHPVFFsXNTA,2024-09-05
GRM992kVyK4,பத்தாண்டுகளுக்குப் பிறகு எழுச்சிபெற்ற காங்கிரஸ் கட்சி,2024-06-04,16,0,0,0.0,UCs0xZ60FSNxFxHPVFFsXNTA,2024-09-05
1yOmHLRDUzI,"Caption: நகர்ப்புற வடிவமைப்பு அம்சங்கள், மனித நடத்தை போன்றவற்றை ஆய்வு ஆராயும்",2024-06-03,11,0,0,0.0,UCs0xZ60FSNxFxHPVFFsXNTA,2024-09-05
PZacV4WjEDs,"ஜூன் 3, 2024 - இன்றைய ஐந்து முக்கியச் செய்திகள்",2024-06-03,15,0,0,0.0,UCs0xZ60FSNxFxHPVFFsXNTA,2024-09-05
IzZ7nrSh4_U,மே 31 2024 இன்றைய ஐந்து முக்கியச் செய்திகள்,2024-05-31,133,2,0,0.0,UCs0xZ60FSNxFxHPVFFsXNTA,2024-09-05
qXkHCNDAmg4,இருவரும் நேருக்கு நேர் சந்திப்பது 18 மாதங்களில் இதுவே முதல்முறை,2024-05-31,49,0,0,0.0,UCs0xZ60FSNxFxHPVFFsXNTA,2024-09-05
EcTcrbrv4Fw,ருக்மிணி கல்யாணம்' 1964ல் முதல்முதலாக தமிழ்நாட்டில் மேடையேறியது,2024-05-31,61,0,0,0.0,UCs0xZ60FSNxFxHPVFFsXNTA,2024-09-05
VVeR-ByPYmY,மே 30 2024 இன்றைய ஐந்து முக்கியச் செய்திகள்,2024-05-30,41,0,0,0.0,UCs0xZ60FSNxFxHPVFFsXNTA,2024-09-05
RmR-OBSNJQ8,தீங்குநிரல் மோசடி: சிங்கப்பூரில் சீன நாட்டவர் கைது,2024-05-30,34,0,0,0.0,UCs0xZ60FSNxFxHPVFFsXNTA,2024-09-05
1u6DvCjwwTs,நச்சுவாயு தாக்கி உயிரிழந்த இந்திய ஊழியர் சிவராமனின் நல்லுடல் மே 29ஆம் தேதியன்று தகனம் செய்யப்பட்டது,2024-05-30,202,1,0,0.0,UCs0xZ60FSNxFxHPVFFsXNTA,2024-09-05
NS85tXz6RZI,சாலைச் சந்திப்பில் திடீரெனப் பரபரப்பு,2024-05-29,21,1,0,0.0,UCs0xZ60FSNxFxHPVFFsXNTA,2024-09-05
bEdVg090NJE,"மே 28, 2024 இன்றைய ஐந்து முக்கியச் செய்திகள்.#istana #health #HDB #rafah #actress",2024-05-28,39,0,0,0.0,UCs0xZ60FSNxFxHPVFFsXNTA,2024-09-05
SJQ4oqwGGmo,மருத்துவ விடுப்புச் சான்றிதழ் தொடர்பில் தவறு செய்யும் மருத்துவர்கள் மீது நடவடிக்கை: சுகாதார அமைச்சு,2024-05-28,28,0,0,0.0,UCs0xZ60FSNxFxHPVFFsXNTA,2024-09-05
CAa3gYjhkao,கடல்வாழ் உயிரினங்கள் குறித்து விழிப்புணர்வு ஏற்படுத்தும் கண்காட்சி,2024-05-28,105,1,0,0.0,UCs0xZ60FSNxFxHPVFFsXNTA,2024-09-05
bpln6jQVtKo,"வேலையிடப் பாதுகாப்பு விதிமீறலுக்கான அதிகபட்ச அபராதம் ஜூன் 1 முதல் $50,000ஆக அதிகரிக்கும்.",2024-05-27,63,2,0,0.0,UCs0xZ60FSNxFxHPVFFsXNTA,2024-09-05
5rBvL3_9TME,என்னது வாத்து பிரியாணியா? #briyani #duck #food,2024-05-27,123,1,0,0.0,UCs0xZ60FSNxFxHPVFFsXNTA,2024-09-05
9oZyreW_EBM,“Gen Z அலப்பறைகள்” முழுக் காணொளிகள் தமிழ் முரசு செயலியில் மட்டும்,2024-05-27,154,1,0,0.0,UCs0xZ60FSNxFxHPVFFsXNTA,2024-09-05
lirj0URpFCo,நச்சுவாயு தாக்கி உயிரிழந்த இந்திய ஊழியர் சிவராமனுக்கு இறுதி அஞ்சலி,2024-05-26,109,3,0,2.0,UCs0xZ60FSNxFxHPVFFsXNTA,2024-09-05
M_6C0oUsWm0,சிங்கப்பூரின் முதல் 'நேச்சுரல்ஸ்' அழகு நிலையத்தைத் திறந்துவைத்தார் நடிகை கோவை சரளா. #Naturals,2024-05-25,18,0,0,0.0,UCs0xZ60FSNxFxHPVFFsXNTA,2024-09-05
ddwi_Og8or4,மே 24 - இன்றைய ஐந்து முக்கியச் செய்திகள்,2024-05-24,37,3,0,0.0,UCs0xZ60FSNxFxHPVFFsXNTA,2024-09-05
IvUTCyvseoQ,பராமரிப்பு இயந்திரத்தில் தீ; ரயில் சேவை தாமதம்.#scdf #mattar #downtownline #sbstransit #delay,2024-05-24,203,2,0,0.0,UCs0xZ60FSNxFxHPVFFsXNTA,2024-09-05
cIcuJfCpLJo,உள்ளூர்க் கலைஞர்களின் திரைப்படம் ‘ஹே அர்ஜுன்’ வெளியீடு,2024-05-24,70,0,0,0.0,UCs0xZ60FSNxFxHPVFFsXNTA,2024-09-05
pGgZWEVRd5g,"லிவர்பூல், மான்செஸ்டர் யுனைடெட் ரசிகர்களுடன் கலந்துரையாடல்",2024-05-24,58,2,0,0.0,UCs0xZ60FSNxFxHPVFFsXNTA,2024-09-05
LJ4fwA-qeCI,"லிவர்பூல், மான்செஸ்டர் யுனைடெட் காற்பந்துக் குழுக்களின் ரசிகர்களுடன் 'காப்பிக் கடை' கலந்துரையாடல்.",2024-05-23,168,5,0,0.0,UCs0xZ60FSNxFxHPVFFsXNTA,2024-09-05
0umu1p5nSF4,"15,000 முதல் 20,000 வீடுகளைக் கட்ட திட்டம்",2024-05-23,12,0,0,0.0,UCs0xZ60FSNxFxHPVFFsXNTA,2024-09-05
jeaFQk6t7bM,பௌத்த ஆலயங்களுக்குப் படையெடுத்த பக்தர்கள்,2024-05-23,31,0,0,0.0,UCs0xZ60FSNxFxHPVFFsXNTA,2024-09-05
U4nYheCeme4,"மே 23, 2024 இன்றைய ஐந்து முக்கியச் செய்திகள்",2024-05-23,50,0,0,0.0,UCs0xZ60FSNxFxHPVFFsXNTA,2024-09-05
qpZzSZnGvhs,"ஆட்டம் கண்ட எஸ்கியூ321, மாற்று விமானத்தில் சிங்கப்பூர் வந்தடைந்த பயணிகள்",2024-05-22,1271,6,0,0.0,UCs0xZ60FSNxFxHPVFFsXNTA,2024-09-05
e41CLrSrg4A,"மே 20,2024 இன்றைய ஐந்து முக்கியச் செய்திகள்",2024-05-21,133,0,0,0.0,UCs0xZ60FSNxFxHPVFFsXNTA,2024-09-05
q7zdZklqSck,"போதைப் புழக்கத்தின் தாக்கம் குடும்பங்கள், சமூகத்தையும் தாக்கும்: சண்முகம்",2024-05-21,26,0,0,0.0,UCs0xZ60FSNxFxHPVFFsXNTA,2024-09-05
j6Z-1cQ8UEY,பத்து ஆண்டுகளுக்குப் பிறகு சிங்கப்பூரில் மீண்டும் ஏ.ஆர்.ரஹ்மான் இசை.,2024-05-21,21,1,0,0.0,UCs0xZ60FSNxFxHPVFFsXNTA,2024-09-05
7XJNE5A7L1E,சிங்கப்பூரில் தரையிறங்கினார் பாடகரும் இசை அமைப்பாளருமான பிரதீப் குமார்,2024-05-21,461,8,0,0.0,UCs0xZ60FSNxFxHPVFFsXNTA,2024-09-05
VF8Qi0u01ZM,சாங்கி விமான நிலையத்தில் அனைத்துப் பயணிகளுக்கும் தானியக்கக் குடிநுழைவு முறை,2024-05-17,384,7,0,0.0,UCs0xZ60FSNxFxHPVFFsXNTA,2024-09-05
8sSsY0iRvr4,"மே 17,2024 இன்றைய ஐந்து முக்கியச் செய்திகள்",2024-05-17,59,0,0,0.0,UCs0xZ60FSNxFxHPVFFsXNTA,2024-09-05
J4mUjaK4Zl8,சிங்கப்பூரின் எதிர்காலம் குறித்து இளையர்களின் கருத்துகள்,2024-05-17,38,2,0,0.0,UCs0xZ60FSNxFxHPVFFsXNTA,2024-09-05
2793A8gEbWM,நாட்டின் நான்காவது பிரதமராக பதவி ஏற்றார் லாரன்ஸ் வோங்,2024-05-15,97,5,0,2.0,UCs0xZ60FSNxFxHPVFFsXNTA,2024-09-05
FOoMUMPKTlY,புதிய பிரதமர் லாரன்ஸ் வோங் - சமூகத்தின் எதிர்பார்ப்புகள்,2024-05-15,140,3,0,2.0,UCs0xZ60FSNxFxHPVFFsXNTA,2024-09-05
OhrUEaxKBbs,லாரன்ஸ் வோங் தலைமையிலான புதிய அமைச்சரவை அறிவிக்கப்பட்டது.,2024-05-13,65,0,0,0.0,UCs0xZ60FSNxFxHPVFFsXNTA,2024-09-05
Betok4ALZnE,20 ஆண்டுகளுக்குப் பின்னர் பிரதமர் லீ சியன் லூங் பதவி விலகினார்,2024-05-13,19,0,0,0.0,UCs0xZ60FSNxFxHPVFFsXNTA,2024-09-05
nNGXcQ3moas,பிரதமர் லீ சியன் லூங்: சமூகத்தில் பதித்த சுவடுகள்,2024-05-13,167,2,0,0.0,UCs0xZ60FSNxFxHPVFFsXNTA,2024-09-05
n2qTBpgf7VQ,சேவை உள்ளத்தோடு மிளிரும் தாய்மைக் குணம்,2024-05-12,95,1,0,0.0,UCs0xZ60FSNxFxHPVFFsXNTA,2024-09-05
cBfNQD5mIww,"அரியவகை நோய்களுடன் பிறந்து ஆறே மாதங்களில் இறந்தாலும், தாயாரின் மனதில் என்றும் வாழ்கிறார் ஆதாம்",2024-05-12,446,2,0,1.0,UCs0xZ60FSNxFxHPVFFsXNTA,2024-09-05
ZieTRc47Mwk,இந்திய சமூகத்தைப் பற்றி பிரதமர் லீ,2024-05-10,310,1,0,0.0,UCs0xZ60FSNxFxHPVFFsXNTA,2024-09-05
ig55usYUTBw,"சாலையின் குறுக்கே சாய்ந்த பெருமரம்; ஆடவர் மரணம், வாகனங்கள் சேதம்",2024-05-07,93,0,0,0.0,UCs0xZ60FSNxFxHPVFFsXNTA,2024-09-05
_lqUQxOcgeU,‘தம்பி’ சஞ்சிகைக் கடை தனது கதவுகளை மூடியது,2024-05-06,103,4,0,0.0,UCs0xZ60FSNxFxHPVFFsXNTA,2024-09-05
tlE3G4WpGLA,'கீழடி' அமர்நாத் ராமகிருஷ்ணாவுடன் கலந்துரையாடல்,2024-05-06,19,0,0,0.0,UCs0xZ60FSNxFxHPVFFsXNTA,2024-09-05
WmYwqZGr2RQ,கீழடி அகழ்வாய்வாளர் அமர்நாத் ராமகிருஷ்ணாவுடன் ஒரு கலந்துரையாடல்.,2024-05-03,308,3,0,0.0,UCs0xZ60FSNxFxHPVFFsXNTA,2024-09-05
HCZxKm4TXAk,கொக்கரக்கோ குமாரு,2024-04-29,97,0,0,0.0,UCs0xZ60FSNxFxHPVFFsXNTA,2024-09-05
g0F1mO6OKFo,சாங்கி விமான நிலையம் முனையம் 2ல் புதிய ஹோட்டல்,2024-04-26,448,7,0,0.0,UCs0xZ60FSNxFxHPVFFsXNTA,2024-09-05
1NEoDB_OxIk,இந்திய சமூக நிகழ்ச்சிகளில் பிரதமர் லீ,2024-04-19,42,3,0,0.0,UCs0xZ60FSNxFxHPVFFsXNTA,2024-09-05
W9SxLxLwUVc,புதிய தமிழகம் கட்சியின் நிறுவனத் தலைவர் டாக்டர் க.கிருஷ்ணசாமி தமிழ் முரசுக்குப் பேட்டி,2024-04-15,408,8,0,1.0,UCs0xZ60FSNxFxHPVFFsXNTA,2024-09-05
geLppVI28Nw,சிங்கப்பூர் பிரதமராக மே 15ஆம் தேதி லாரன்ஸ் வோங் பதவியேற்பார்,2024-04-15,43,0,0,1.0,UCs0xZ60FSNxFxHPVFFsXNTA,2024-09-05
1A-5_p8dU6Q,"கோயம்புத்தூர், விருதுநகரிலிருந்து தமிழ் முரசு சிறப்பு நேர்காணல்கள்",2024-04-14,909,5,0,0.0,UCs0xZ60FSNxFxHPVFFsXNTA,2024-09-05
TisHQp0-bfc,"சிதம்பரம், தர்மபுரியிலிருந்து தமிழ் முரசு",2024-04-14,87,1,0,0.0,UCs0xZ60FSNxFxHPVFFsXNTA,2024-09-05
Mv0_CSVAZ2c,S1E1: வெளிநாட்டு பயணங்களின் இனிய அனுபவங்கள்,2024-08-02,71,0,0,0.0,UCs0xZ60FSNxFxHPVFFsXNTA,2024-09-05
